date,Provinces name,City Name ,City market,latitude,longitude,category,commodity,unit,price flag,price type,currency,price,usd price
4/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,104.42,0.4784
4/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,105.48,0.4832
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,70.18,0.3215
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat,KG,actual,Retail,PKR,35.63,0.1632
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,37.65,0.1725
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,78,0.3573
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,154.25,0.7067
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,milk and dairy,Milk,L,actual,Retail,PKR,77.21,0.3537
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Sugar,KG,actual,Retail,PKR,63.6,0.2914
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (diesel),L,actual,Retail,PKR,83.36,0.3819
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.36,0.3407
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,600,2.7487
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184,0.8429
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Oil (cooking),L,actual,Retail,PKR,186,0.8521
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,228.93,1.0488
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,138.93,0.6365
4/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,131.97,0.6046
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,75.84,0.3474
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat,KG,actual,Retail,PKR,31.06,0.1423
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,35.88,0.1644
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,78.13,0.3579
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,166.46,0.7626
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,milk and dairy,Milk,L,actual,Retail,PKR,78.33,0.3588
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Sugar,KG,actual,Retail,PKR,57.63,0.264
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,Fuel (diesel),L,actual,Retail,PKR,83.28,0.3815
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.28,0.3403
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,500,2.2906
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,188,0.8613
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,oil and fats,Oil (cooking),L,actual,Retail,PKR,190,0.8704
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,163.33,0.7483
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,110,0.5039
4/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,112.5,0.5154
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,73.08,0.3348
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,44.58,0.2042
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat,KG,actual,Retail,PKR,36,0.1649
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,43.42,0.1989
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,81.69,0.3742
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,186.82,0.8559
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,milk and dairy,Milk,L,actual,Retail,PKR,85,0.3894
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,miscellaneous food,Salt,KG,actual,Retail,PKR,12,0.055
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,miscellaneous food,Sugar,KG,actual,Retail,PKR,61.04,0.2796
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,Fuel (diesel),L,actual,Retail,PKR,83.28,0.3815
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.26,0.3402
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,663,3.0374
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,181.2,0.8301
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,oil and fats,Oil (cooking),L,actual,Retail,PKR,187.2,0.8576
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,153.56,0.7035
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,117.41,0.5379
4/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,117.93,0.5403
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,75,0.3436
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,50,0.2291
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat,KG,actual,Retail,PKR,35,0.1603
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,40,0.1832
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,91.25,0.418
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,162.5,0.7445
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,milk and dairy,Milk,L,actual,Retail,PKR,90,0.4123
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,miscellaneous food,Sugar,KG,actual,Retail,PKR,59,0.2703
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,Fuel (diesel),L,actual,Retail,PKR,83.31,0.3817
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.38,0.3408
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,550,2.5197
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,176,0.8063
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,oil and fats,Oil (cooking),L,actual,Retail,PKR,178,0.8155
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,202.5,0.9277
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,121.25,0.5555
5/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,145,0.6643
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,72.92,0.3341
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat,KG,actual,Retail,PKR,33,0.1512
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,37.21,0.1705
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,96.25,0.4409
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,156.25,0.7158
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,milk and dairy,Milk,L,actual,Retail,PKR,85,0.3894
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,miscellaneous food,Sugar,KG,actual,Retail,PKR,58.38,0.2675
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,Fuel (diesel),L,actual,Retail,PKR,83.9,0.3844
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.27,0.3402
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,500,2.2906
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184,0.8429
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,oil and fats,Oil (cooking),L,actual,Retail,PKR,188,0.8613
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,176.67,0.8094
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,104.21,0.4774
5/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,105.21,0.482
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,73.21,0.3354
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat,KG,actual,Retail,PKR,32.94,0.1509
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,36.62,0.1678
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,87,0.3986
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,141.75,0.6494
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,milk and dairy,Milk,L,actual,Retail,PKR,77.21,0.3537
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Sugar,KG,actual,Retail,PKR,61.9,0.2836
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (diesel),L,actual,Retail,PKR,83.36,0.3819
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.36,0.3407
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,600,2.7487
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184,0.8429
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Oil (cooking),L,actual,Retail,PKR,186,0.8521
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,235,1.0766
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,138.93,0.6365
5/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,130,0.5956
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,77.5,0.355
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat,KG,actual,Retail,PKR,30,0.1374
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,35,0.1603
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,84.17,0.3856
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,160,0.733
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,milk and dairy,Milk,L,actual,Retail,PKR,78.33,0.3588
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Sugar,KG,actual,Retail,PKR,55.5,0.2543
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,Fuel (diesel),L,actual,Retail,PKR,83.28,0.3815
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.28,0.3403
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,500,2.2906
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,188,0.8613
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,oil and fats,Oil (cooking),L,actual,Retail,PKR,190,0.8704
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,170.83,0.7826
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,110,0.5039
5/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,112.5,0.5154
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,73.27,0.3357
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat,KG,actual,Retail,PKR,35.5,0.1626
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,42.24,0.1935
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,83.84,0.3841
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,177.76,0.8144
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,milk and dairy,Milk,L,actual,Retail,PKR,85,0.3894
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,miscellaneous food,Salt,KG,actual,Retail,PKR,12,0.055
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,miscellaneous food,Sugar,KG,actual,Retail,PKR,60.59,0.2776
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,Fuel (diesel),L,actual,Retail,PKR,83.28,0.3815
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.26,0.3402
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,663,3.0374
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,181.2,0.8301
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,oil and fats,Oil (cooking),L,actual,Retail,PKR,187.2,0.8576
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,171.68,0.7865
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,123.77,0.567
5/15/2017,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,123.2,0.5644
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,80,0.3665
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,50,0.2291
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat,KG,actual,Retail,PKR,35,0.1603
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,93,0.4261
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,178,0.8155
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,milk and dairy,Milk,L,actual,Retail,PKR,90,0.4123
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,miscellaneous food,Sugar,KG,actual,Retail,PKR,57,0.2611
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,Fuel (diesel),L,actual,Retail,PKR,81.71,0.3743
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,73.18,0.3353
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,550,2.5197
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,176,0.8063
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,oil and fats,Oil (cooking),L,actual,Retail,PKR,178,0.8155
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,211,0.9666
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,119,0.5452
6/15/2017,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,142,0.6505
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,73.33,0.3359
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat,KG,actual,Retail,PKR,33.6,0.1539
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,36.92,0.1691
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,98.33,0.4505
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,151.8,0.6954
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,milk and dairy,Milk,L,actual,Retail,PKR,85,0.3894
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,miscellaneous food,Sugar,KG,actual,Retail,PKR,56.33,0.2581
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,Fuel (diesel),L,actual,Retail,PKR,81.7,0.3743
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,72.57,0.3325
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,500,2.2906
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184,0.8429
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,oil and fats,Oil (cooking),L,actual,Retail,PKR,188,0.8613
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,175.84,0.8056
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,101.9,0.4668
6/15/2017,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,103.14,0.4725
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,73.21,0.3354
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat,KG,actual,Retail,PKR,32.63,0.1495
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,36.5,0.1672
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,88.6,0.4059
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,133.6,0.6121
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,milk and dairy,Milk,L,actual,Retail,PKR,77.21,0.3537
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Sugar,KG,actual,Retail,PKR,58.64,0.2686
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (diesel),L,actual,Retail,PKR,81.76,0.3746
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,73.16,0.3352
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,600,2.7487
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184,0.8429
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Oil (cooking),L,actual,Retail,PKR,186,0.8521
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,233.57,1.07
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,138.93,0.6365
6/15/2017,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,130,0.5956
6/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,77.5,0.355
6/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat,KG,actual,Retail,PKR,30,0.1374
6/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,34.2,0.1567
6/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,87.17,0.3993
6/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,154.5,0.7078
6/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,milk and dairy,Milk,L,actual,Retail,PKR,79.33,0.3634
6/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Salt,KG,actual,Retail,PKR,10,0.0458
6/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Sugar,KG,actual,Retail,PKR,54.2,0.2483
6/15/2017,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,Fuel (diesel),L,actual,Retail,PKR,81.69,0.3742
